,Date,6/30/1995,9/30/1995,12/31/1995,3/31/1996,6/30/1996,9/30/1996,12/31/1996,3/31/1997,6/30/1997,9/30/1997,12/31/1997,3/31/1998,6/30/1998,9/30/1998,12/31/1998,3/31/1999,6/30/1999,9/30/1999,12/31/1999,3/31/2000,6/30/2000,9/29/2000,12/29/2000,3/30/2001,6/29/2001,9/28/2001,12/31/2001,3/29/2002,6/28/2002,9/30/2002,12/31/2002,3/31/2003,6/30/2003,9/30/2003,12/31/2003,3/31/2004,6/30/2004,9/30/2004,12/31/2004,3/31/2005,6/30/2005,9/30/2005,12/30/2005,3/31/2006,6/30/2006,9/29/2006,12/29/2006,3/30/2007,6/29/2007,9/28/2007,12/31/2007,3/31/2008,6/30/2008,9/30/2008,12/31/2008,3/31/2009,6/30/2009,9/30/2009,12/31/2009,3/31/2010,6/30/2010,9/30/2010,12/31/2010,3/31/2011,6/30/2011,9/30/2011,12/30/2011,3/30/2012,6/29/2012,9/28/2012,12/31/2012,3/29/2013,6/28/2013,9/30/2013,12/31/2013,3/31/2014,6/30/2014,9/30/2014,12/31/2014,3/31/2015,6/30/2015,9/30/2015,12/31/2015,3/31/2016,6/30/2016,9/30/2016,12/30/2016,3/31/2017,6/30/2017,9/29/2017,12/29/2017,3/30/2018,6/29/2018,9/28/2018,12/31/2018,
ALXN US  EQUITY,HISTORICAL_MARKET_CAP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,64.9916,43.938,73.27,89.24,64.4875,92.883,107.583,126.4713,151.524,108.0406,92.6063,152.4555,126.945,117.1545,151.405,653.8438,672.7219,976.143,1564.4773,943.9791,422.1097,335.1606,311.6903,404.2321,336.1882,282.344,185.5089,229.2513,239.4878,306.2782,404.3915,398.1035,495.8904,438.1184,494.4671,690.7655,690.7655,734.0676,1113.6048,1140.7057,1076.0447,1434.2893,1567.2338,1656.2254,2433.2222,2837.3345,2264.1333,2794.44,3061.7451,2948.5802,3095.6143,3615.4601,3939.7412,4344.98,4870.767,4613.808,5823.9813,7369.8417,9070.4352,8678.4503,11860.524,13264.6085,17357.7642,19170.8046,22226.2682,18250.3343,17972.3695,18008.5686,22771.1933,26172.3011,30151.7096,30922.0313,32882.106,36831.3317,34600.0382,40857.0931,35341.7942,42918.75,31213.4024,26180.3942,27438.1765,27394.165,27157.76,27254.08,31284.67,26584.857,24799.85,27660.62,31013.131,21759.96,,
ALGN US  EQUITY,HISTORICAL_MARKET_CAP,,,,,,,,,,,,,,,,,,,,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,346.4775,375.1832,104.4394,214.9695,254.1721,188.2345,132.7879,159.3097,349.8776,731.4426,731.5598,970.012,1132.2546,1140.532,926.2889,654.417,383.1797,453.5129,416.4586,401.6576,576.8113,465.5996,721.2416,906.0802,1044.4444,1623.5278,1734.6238,1144.9486,772.6561,708.9142,725.9891,574.2887,524.8233,703.6386,1056.9584,1328.8018,1462.2587,1126.5363,1493.0729,1492.6606,1580.8307,1785.354,1191.3153,1868.9606,2198.4349,2702.2296,3023.5545,2236.9552,2738.6047,2952.051,3853.4834,4604.5126,4227.7213,4527.0793,4161.0669,4484.2615,4342.2782,5021.127,4516.0526,5235.075,5827.9207,6433.3674,7487.5313,7647.4299,9213.966,12031.2173,14934.3835,17784.0876,20126.5627,27478.2898,31290.9493,16707.9065,
ALLE US  EQUITY,HISTORICAL_MARKET_CAP,,,,,,,,,,,,,,,,,,,,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4242.24,5035.9313,5445.9175,4560.5098,5314.8094,5847.852,5761.412,5529.594,6328.32,6097.047,6651.394,6615.36,6097.5313,7211.196,7704.8145,8216.8647,7563.1634,8102.55,7348.4204,8608.8259,7543.5511,
AGN US  EQUITY,HISTORICAL_MARKET_CAP,675.012,1478.4601,1782.081,1464.3201,1390.0125,1380.15,1919.5503,1452.2007,1840.6636,2621.9495,2850.6725,3207.924,4167.6063,4627.2263,5992.7418,4219.5854,3358.2161,2932.8386,3540.1731,3828.0976,5206.8164,6675.6952,5405.4,5567.1838,6548.387,5820.9254,3341.748,2884.6407,2695.2728,2619.2366,3021.4693,3077.3773,4339.5329,4499.7684,4983.1801,4656.4891,2940.3152,3225.4074,3599.9132,3384.8296,3258.7122,4056.9372,3615.2745,3201.9235,2379.6583,2681.5876,2911.898,2709.8679,3366.1719,3357.5796,2813.2781,3062.2102,2838.314,2981.328,2779.4346,3279.3673,3562.01,3888.9696,4887.874,5200.365,5066.2193,5301.8238,6497.57,7084.1114,9218.6918,8678.5605,7675.248,8543.444,9441.124,10883.448,10982.2,11762.447,16812.504,19238.4,29262.24,35900.24,38855.31,63915.072,68445.319,79137.158,119290.126,107093.14,123281.25,105979.062,91465.422,88254.792,70332.349,80181.552,81216.369,68166.37,54014.116,57050.31,55050.944,64229.856,44482.048,
ADS US  EQUITY,HISTORICAL_MARKET_CAP,,,,,,,,,,,,,,,,,,,,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1107.165,1199.1688,1416.851,1869.6619,1908.3806,1132.9624,1327.9014,1277.159,1851.5952,2101.0704,2204.02,2681.9536,3407.7582,3298.5824,3909.8356,3356.634,3379.3376,3159.2092,3002.7532,3964.4591,4740.3038,4303.7714,4975.9854,4842.7158,6082.7861,6097.0061,5906.3624,3761.0341,4085.8506,4160.6435,2922.4097,2183.6342,2209.7199,3204.9898,3371.5334,3374.0647,3168.6662,3424.1269,3648.8821,4416.9791,4796.9115,4657.0626,5174.3472,6338.811,6743.925,7095.3707,7180.5303,8034.2769,8823.5832,10291.399,13554.0415,14880.9465,15197.0625,14748.7276,18253.4226,18400.68,18019.1207,15829.6345,15875.118,12980,11480.912,12399.834,13115.9,13894.2,14246.295,12251.715,14042.792,11813.73,12826,12894.336,8014.272,
LNT US  EQUITY,HISTORICAL_MARKET_CAP,880.9058,900.1395,942.4538,950.1473,1012.3856,896.9044,865.5188,842.4383,860.1677,881.3351,2533.4332,2533.4332,2498.405,2473.109,2503.5674,2075.046,2225.2811,2179.1171,2172.0606,2403.832,2055.3098,2322.4927,2518.4438,2515.5301,2304.3075,2485.846,2233.0818,2726.6297,2332.3408,1763.1955,1763.1955,1490.2322,1771.2382,2435.2614,2762.9787,2901.0357,2951.6692,2874.0381,3310.2159,3111.7508,3275.4751,3403.6813,3281.6836,3698.9727,4036.6019,4147.5332,4386.1016,5097.504,4348.1333,4227.2939,4490.5205,3866.3932,3784.2058,3557.5655,3222.9047,2731.5788,2890.8486,3081.1646,3348.4656,3684.1429,3516.6592,4029.5802,4077.5687,4318.977,4512.4269,4292.7648,4895.6542,4806.8777,5057.1828,4815.7433,4873.4567,5566.0667,5593.7798,5497.2588,5724.6933,6302.3413,6751.5455,6146.946,7368.3479,7117.566,6537.5764,6630.4513,7085.528,8435.4337,9025.1497,8715.5414,8626.5548,9024.08,9281.7773,9611.1652,9857.7658,9458.3475,9893.2695,10043.8145,9973.6735,
ALL US  EQUITY,HISTORICAL_MARKET_CAP,13292.7379,15754.6451,18403.4375,18761.4005,20325.9375,21901.4756,25551.8125,25946.875,31682,34561.25,38462.5,38613.75,38090,34113,31493,30094.75,28843.5,19226.8125,18937.1875,17883.1875,16331.5,25541.25,31713.5,30406.5,31848.76,26630.55,23994.4,26854.47,26144.86,24991.65,25966.98,23351.68,25097.6,25680.59,30286.08,31958.38,32352.25,33065.11,35324.76,36328.32,39494.75,35938.5,34929.22,33246.18,34534.63,39331.71,40498.42,36696.66,36167.88,32827.06,29405.49,26625.24,24892.14,24720.32,17559.36,10264.4,13078.4,16412.32,16131.48,17382.78,15456.74,16973.9,16992.04,16652.72,15784.01,11963.45,13732.41,16229.56,17053.74,19131.63,19241.43,22964.76,22375.8,23050.8,24488.46,24555.72,25484.48,25714.03,29364.5,29108.53,26077.74,22713.6,23656.29,25263.75,25951.45,25458.24,27127.92,29743.85,31926.84,33087.6,37172.05,33369.6,31670.69,34051.5,27433.16,
GOOGL US  EQUITY,HISTORICAL_MARKET_CAP,,,,,,,,,,,,,,,,,,,,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,35410.3488,51458.9269,48841.3127,80401.4902,91841.4389,121565.1812,115074.57,126884.226,122282.094,142286.9386,142211.0314,162702.4282,176963.2801,216375.8472,138186.0103,165429.0643,125998.3852,96944.8221,109678.5788,133400.351,157152.2198,197012.2846,180499.5509,141766.8544,167850.0449,190843.155,189011.2385,163392.6218,165482.867,209849.6805,208983.9634,189650.4061,247892.484,233420.545,262065.3621,293281.1796,292691.4579,376371.4048,375847.3218,391750.0087,395055.7935,359376.6225,376023.5777,362970.1803,427891.6121,527687.3689,517738.0267,483168.9263,554106.6922,540170.0351,580003.4737,636374.5873,670122.2724,729274.6282,719794.6362,780796.6356,834991.7565,723340.7008,
GOOG US  EQUITY,HISTORICAL_MARKET_CAP,,,,,,,,,,,,,,,,,,,,#N/A N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO US  EQUITY,HISTORICAL_MARKET_CAP,62573.8428,69795.1446,75013.091,72484.3065,85323.9893,73186.0963,91580.6238,92120.2177,107177.0002,100747.1651,109753.2895,101249.7268,95722.9129,112540.6805,130033.5656,85026.5824,96372.8802,81305.2595,53785.937,47662.086,60080.7891,65658.9602,97191.424,104477.6402,111134.989,104808.3263,98692.2626,112736.5534,92894.0376,80692.4376,82651.2078,60655.518,92199.8502,88925.0376,110867.9069,111614.877,102684.582,96544.4256,125837.1288,135299.8457,134163.7009,153334.037,155736.2359,147932.0694,153508.2476,160413.6708,179971.4852,184623.0034,147636.7886,146408.1443,159298.2097,46817.6197,42344.3162,40875.5625,31044.2561,33118.513,33947.9627,36899.2812,40752.4423,42732.3823,41754.7533,50142.204,51424.7706,54489.0959,54701.7004,55133.07,60617.0318,62818.3126,70234.7845,67619.1452,63186.2349,69078.131,70148.1574,68709.866,76529.6696,74362.9868,83185.8428,90823.9801,97134.5497,98397.4851,95959.7746,106660.9616,114095.0624,122607.4609,134748.2541,123387.2076,131404.0678,138208.0871,143041.428,121108.1469,135768.9189,118023.2292,107120.5608,113386.8812,92559.7046,
AMZN US  EQUITY,HISTORICAL_MARKET_CAP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,441.3915,1242.1591,1455.158,2066.6916,4954.5823,5885.4935,17054.8415,27786.0694,21040.1441,27241.6598,26274.9243,23447.254,12905.4623,13687.6702,5557.9915,3671.0047,5125.0028,2219.443,4038.2186,5364.0588,6179.9398,6072.7709,7327.5445,10193.5825,14409.234,19392.4373,21224.4877,17523.8129,22125.0783,16648.9786,18146.1001,14084.97,13633.08,18754.2,19614.4,15233.01,16206.92,13201.32,16336.44,16274.11,28253.33,38657.25,39927.84,29732.1,31238.58,31214.04,21947.84,31505.76,36141.12,40424.88,59726.88,60553.42,48948.48,70519.94,81180,81418.76,92838.46,98384.65,78760.5,91129.5,103214.2,115206.96,113894.98,121252.95,126904.33,143189.12,183044.61,154727.9,150048.36,149289.72,144312.75,173398.6,203154.12,240076.41,318344.19,280198.08,339203.88,397722.25,357687.99,423766.12,464640,463370.7,566023.48,701959.9,827802.6,979467,737467.27,
AEE US  EQUITY,HISTORICAL_MARKET_CAP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5780.1817,5454.2961,5754.4539,5857.3652,4965.4677,5265.6255,5188.442,4493.7911,4245.0889,4631.0218,5748.5619,6354.7914,5618.9747,5859.1002,5281.5053,5837.4,6164.5499,6227.848,6393.275,6405.9373,6290.9552,7130.9699,6964.293,7493.3997,8411.425,7874.5681,8990.02,9787.328,9596.158,11270.14,10922.658,10488.828,10223.064,10392.9,10885.298,11100.618,10412.1,10145.07,10920,11291.943,9221.976,8872.523,8231.427,7061.098,4948.746,5331.438,5986.304,6635.33,6212.256,5683.407,6807.48,6776.876,6767.677,6967.744,7210.294,8037.338,7903.908,8136.804,7925.742,7452.672,8495.852,8355.144,8452.184,8772.416,9995.12,9917.488,9298.858,11191.138,10237.72,9141.168,10254.702,10487.598,12154.26,12998.508,11931.068,12726.796,13243.534,13262.942,14031.984,14310.974,13795.068,14847.4,15438.324,15948.735,
AAL US  EQUITY,HISTORICAL_MARKET_CAP,,,,,,,,,,,,,,,,,,,,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13301.8394,23788.2898,30952.7508,25448.5112,37405.5593,36618.7984,27087.4705,24855.3759,26452.7578,24017.8481,15206.4756,19006.4935,23685.564,20970.2172,24539.148,22795.195,24740.6754,24285.6094,17480.6596,19034.9229,14790.215,
AEP US  EQUITY,HISTORICAL_MARKET_CAP,6530.9668,6776.117,7558.7173,7806.2479,7989.4168,7630.7971,7741.1644,7784.2878,7934.1135,8627.3002,9808.234,9566.3438,8660.681,8660.681,9027.3402,7642.2649,7260.531,6623.4172,6235.5701,5786.6957,9539.0426,12604.2743,14973.8841,15138.465,14876.0248,13928.8141,14026.8896,14869.5097,13562.1377,9660.1858,9260.3605,9025.5901,11782.9067,11850.141,12326.04,13024.5709,12661.056,12646.4442,13593.769,13076.7749,14172.7019,15620.3577,14603.0317,13400.8934,13492.6679,14347.2267,16890.4103,19410.6885,17979.5074,18424.1023,18643.8673,16714.6702,16177.8845,14924.516,13514.0514,10300.0394,13774.2727,14794.6059,16631.5128,16367.2584,15483.8533,17391.8792,17299.4415,16927.0041,18170.3142,18358.7051,19971.3912,18681.595,19344.6647,21320.3783,20728.326,23635.1366,21796.0037,21122.6273,22798.7144,24725.1446,27247.3118,25542.534,29716.5239,27558.5367,25984.3372,27907.1532,28613.6339,32618.5603,34460.6516,31572.6639,30958.183,33008.6313,34167.9225,34547.0028,36196.8518,33781.3988,34135.1738,34950.7491,36868.9311,
AXP US  EQUITY,HISTORICAL_MARKET_CAP,17181.5899,21582.3137,19988.2627,23655.5628,21268.2753,21899.375,26718.8497,28195.1371,34933.0495,38137.374,41626.1995,42408.1932,51960.9986,35109.7866,46176.25,52987.5,58426.125,60426,74297.125,66227.5913,69482.625,80736.75,72847.125,54763.8,51371.2,38824.16,47503.39,54435.84,48378.24,41313.5,46131.75,43132.54,53767.66,57902.1,61927.32,66419.85,65098.46,64582.3,70406.13,63955.65,66005.2,71168.16,63861.86,64794.15,64715.52,67520.32,72743.33,67003.2,72314.76,69403.53,60239.16,50627.76,43659.53,41098.8,21518,15919.84,27632.36,40307.1,48299.84,49388.22,47719.4,50604.12,51375.24,54330.4,61678.1,52488.1,54905.88,67464.76,66301.19,63796.92,63515.4,74071.08,81039.84,80881.92,96536.72,95341.77,99234.02,90603.9,95179.92,79369.92,77875.44,73018.05,67393.95,58391.4,56203,58724.68,66968.32,70803.45,74552.4,78790.66,85307.29,80220.8,84378,90942.46,80736.04,
AIG US  EQUITY,HISTORICAL_MARKET_CAP,36038.7057,40297.8209,43862.0191,44311.6828,46307.5948,47295.7789,50816.9893,55114.4865,69832.3658,72385.307,76072.5831,88110.1073,102200.1872,82290.5641,117605.8626,149436.1606,145219.753,134600.2889,167499.465,168781.4385,181250.33,221569.6691,229958.0725,187646.949,198184.3231,203773.362,207665.3008,188494.7503,178127.5152,142690.1465,150965.4178,128985.2317,143957.8329,150478.4842,172887.8672,186096.8537,185712.7371,177084.77,170507.1109,143783.7986,150774.1386,160823.8608,177169.2093,171666.7353,153423.3016,172224.289,186401.7199,174756.6359,180678.6773,172508.6003,147474.7504,107944.5722,71145.9856,8957.4159,4222.7805,2690.7939,3122.0096,5937.3462,4049.4258,4607.0047,4653.4054,5283.9125,8093.4872,63136.7368,55648.1978,41687.6512,44006.2584,55291.9807,55466.5965,48407.7374,52114.1643,57311.7192,65992.7561,71600.0752,74740.4326,72346.8558,77971.6448,75831.8148,77065.6696,73806.381,80826.4675,70842.87,73987.0128,61116.4083,57263.4404,61885.0069,65005.3838,58839.028,56480.1066,55182.2485,53565.0807,48851.8277,47252.168,47098.6343,34153.0776,
AMT US  EQUITY,HISTORICAL_MARKET_CAP,,,,,,,,,,,,,,,,,,,,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1074.087,674.6998,310.9486,681.9181,1119.7912,1937.3132,2228.3581,2458.7359,2509.4179,3406.9647,3478.2539,4224.6381,4353.5232,5030.02,10455.3159,11405.0157,12992.82,13482.0282,15829.4852,16137.2711,17085.5716,17085.5716,17085.5716,17085.5716,23622.4612,24867.5837,27616.915,28224.3526,30528.698,30428.6214,28911.6535,29246.8793,31518.0703,32392.7041,35632.2103,37114.697,39213.669,39832.3799,39486.3886,37259.2933,41095.6753,43462.5148,48313.9315,48235.6882,45136.245,51806.1396,56788.4338,58669.0316,61179.7494,64181.5626,63605.7856,64044.6075,69771.2814,,,,,,,,,,,,,,,,
AWK US  EQUITY,HISTORICAL_MARKET_CAP,,,,,,,,,,,,,,,,,,,,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3548.8,3440,3340.8,3078.9964,3335.8798,3481.524,3913.4583,3801.3197,3599.8088,4068.9922,4425.6488,4918.4834,5166.6491,5296.8314,5596.655,5996.086,6044.1468,6550.2809,6571.5644,7362.8106,7336.5899,7352.8349,7538.2965,8125.5104,8858.5225,8645.9509,9567.35,9753.5174,8758.8466,9889.7242,10652.3717,12251.3039,15034.2028,13321.4182,12887.0763,13822.0226,13896.8105,14432.2379,16325.8922,14622.4498,15410.256,15887.0513,16400.6869,
AMP US  EQUITY,HISTORICAL_MARKET_CAP,,,,,,,,,,,,,,,,,,,,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,8806.8,10245.9,11007.3716,10902.8536,11355.1176,13155.833,13518.1493,14957.558,14667.8506,12551.1836,11583.0433,8904.2156,8275.7733,5057.6899,4490.1249,6189.7823,9266.3237,9902.807,11675.9129,9106.142,11770.0594,14197.4637,14836.85,13673.6333,8941.9928,11017.2497,12546.147,11115.0191,11759.0495,12772.9497,14911.6281,16051.3713,17782.4219,22103.2112,20975.1025,22529.6117,22873.8055,24216.2326,23786.1804,22331.189,19100.0936,18201.3595,15681.2902,14577.4636,15813.1794,17169.0637,19839.5622,19132.7837,22029.6063,24850.1765,21454.0157,19893.7911,20645.7658,14228.8401,
ABC US  EQUITY,HISTORICAL_MARKET_CAP,714.7709,847.2118,731.643,731.61,787.094,1200.3326,1142.174,1037.1375,1183.9328,1586.4316,1390.1363,1438.3704,1579.3903,1492.7868,1790.63,2091.9655,1562.0266,1509.3845,908.2277,897.21,1606.2933,3038.065,2655.2115,27254.6718,3646.4633,4583.0565,6592.4228,7163.2854,8046.0214,7612.0865,5811.0614,5793.3746,7753.8154,6053.708,6301.1245,6139.361,6721.4836,5891.5844,6225.0778,5968.5773,7152.3891,8106.9473,8630.4388,10112.0079,8435.6654,8875.044,8516.8829,10044.1125,8944.4371,7682.3534,7292.8526,6606.7415,6353.1029,5881.5121,5466.8155,4930.6544,5269.989,6443.7002,7399.3262,8143.2629,8927.5494,17054.1615,9338.744,10824.486,11262.8679,9727.1509,9609.6528,10130.093,9884.573,9112.1126,9927.9508,11879.1064,12885.3015,14052.6466,16205.9284,14923.0297,16296.6898,17153.5386,19775.7739,25133.5871,23024.475,19652.659,21397.0011,19387.3104,17025.7847,17775.6796,16966.0422,19320.844,20705.4541,18038.9702,20062.7433,18944.1221,18494.7127,19662.9531,15700.2893,
AME US  EQUITY,HISTORICAL_MARKET_CAP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,775.4295,891,986.0687,964.1819,552.8769,716.0304,588.5443,588.5443,588.5443,609.2947,615.692,615.692,615.692,841.5422,910.1099,1014.26,861.8525,1046.5023,1228.823,1227.5738,961.8627,1272.7489,1086.7553,1213.005,1430.7097,1616.3239,1727.1617,2107.5346,2077.4507,2449.984,2803.5002,2926.6358,3015.8076,2998.0647,3186.9525,3343.6281,3073.5316,3376.9123,3686.5194,4247.379,4636.7385,5029.1268,4684.8361,5039.3122,4351.147,3224.2346,3359.1302,3717.9825,3764.6474,4125.4841,4409.3736,4276.2355,5097.0521,4205.228,7055.0996,7250.3764,5278.5707,6751.6435,7797.355,8067.3332,8612.4856,9144.3603,10559.6541,10330.6928,11263.5678,12904.4899,12630.6202,12849.5489,12348.2843,12701.4755,12689.5204,13265.742,12446.0167,12621.2526,11665.8349,10744.7353,11057.8198,11147.8149,12444.2508,13979.2765,15262.9802,16754.6091,17593.0573,16733.6993,18365.0157,15375.3935,
AMGN US  EQUITY,HISTORICAL_MARKET_CAP,10596.7557,13266.75,15775.9382,15449.6243,14293.8007,16696.5625,14393.0632,14801.2872,15408.9379,12617.1506,13980.4869,15468.3379,16598.7121,19230.6563,26621.6131,38336,31046.25,41626.125,61137.6188,63019.85,72238.075,72132.4531,66328.7625,62787.6,63538.028,61444.035,59024.952,62007.52,43178.28,53471.91,62315.094,74135.392,84976.3505,83204.992,79319.823,74292.44,69052.878,72148.7,80829,72005.77,74426.26,98312.78,96524.64,85699.5,76319.1,83403.98,79649.46,64764.92,60210.81,61491.59,50480.28,45456.64,49848.12,62766.93,60464.25,50064.72,53734.1,61193.68,56287.15,57803.025,50390.8,52464.72,51166.8,49868.85,53915.4,48309.84,51085.476,53091.367,56082.372,64743.149,65193.06,76841.496,74281.114,84402.6425,86084.768,93356.046,89890.178,106890.06,121124.116,121549.94,116537.032,104417.768,122396.82,112642.409,113945.135,124240.088,107932.222,120771.927,125848.461,135474.57,125590.58,113607.872,119798.91,132665.6,122564.232,
APH US  EQUITY,HISTORICAL_MARKET_CAP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,680.9734,755.8087,976.369,1011.4926,684.021,622.8967,539.2091,683.298,710.1337,885.4836,1380.2563,2119.2335,2749.968,2372.8703,1633.6093,1313.2035,1669.6845,1469.8902,2032.515,1979.8272,1530.504,1318.523,1617.7521,1734.9478,1995.8899,2277.2395,2802.8829,2618.2925,2929.461,3031.5304,3229.1349,3267.2216,3569.0017,3585.3327,3952.9473,4674.6802,5000.9904,5410.8257,5533.376,5776.3563,6372.249,7088.0227,8396.7787,6532.3432,7934.9608,7055.8256,4105.0455,4880.0217,5423.6964,6462.0116,7998.8345,7322.1767,6823.8515,8552.4774,9265.565,9572.64,9178.3,6727.05,7404.1291,9742.51,8841.4074,9538.56,10342.7956,11944,12470.4,12226.04,14108.8216,14402.7975,15115.746,15578.16,16675.719,18232.942,17912.73,15705.872,16086.84,17791.214,17692.038,20040.804,20717.76,21735.318,22529.864,25815.2,26840.46,26019.873,26118.855,28328.226,24184.47,
APC US  EQUITY,HISTORICAL_MARKET_CAP,2548.1602,2794.5091,3195.4316,3283.1024,3436.7321,3323.6127,3859.4884,3402.1853,3579.18,4298.1218,3634.3317,8409.8588,8201.5588,4727.2103,3780.2423,4626.2999,4763.8429,3956.6323,4355.0326,5032.3108,6428.6393,16608.7842,17770,15857.2668,13623.057,12053.656,14155.65,14121.288,12349.65,11161.724,11927.1,11438.7,11188.652,10510.992,12803.51,13167.254,14778.92,16550.184,15334.046,18088.97,19568.13,22702.325,21792.5,23363.613,22104.315,20327.0391,20149.76,20110.342,24419.703,25284,30742.92,29504.343,35055.056,22266.09,17729.145,17904.956,22263.795,30831.795,30748.092,36036.284,17860.941,28273.98,37790.592,40755.2,38211.128,31398.9,38042.872,39138.664,33080.14,34939.024,37192.155,43847.43,43197.011,46792.568,39953.484,42786.848,55380.873,51054.752,41794.5,42009.513,39654.48,30684.159,24693.214,23769.328,27184.125,34911.36,38435.176,34217.8,25050.35,26994.51,28472.112,30440.599,36742.2,33293.799,21455.296,
ADI US  EQUITY,HISTORICAL_MARKET_CAP,2032.1262,2715.0524,2643.792,2686.7226,3220.2594,2615.895,3199.7106,4636.1139,4347.0254,5161.1841,4948.2523,4787.7614,6378.5872,3496.2718,3186.1612,4787.3999,6060.1762,7518.7714,9301.8019,16822.2297,27274.2744,22866.4316,21475.4407,19861.0705,17527.6727,17704.045,14620.8125,15742.5625,12588.0905,7696.3321,10056.6484,8716.0001,12145.56,14512.3782,16412.4736,17885.1816,16011.5938,15021.6462,15131.3588,12941.0931,12620.7899,14598.1961,12696.0421,14524.7997,13695.1418,11379.4412,10646.4601,11126.2134,13015.2628,11034.6493,9980.3525,8553.5176,9666.8174,8771.4764,6219.8921,5818.7478,6159.9166,7979.6991,7480.4171,8025.7423,8918.5794,8856.2386,10055.6463,11475.0801,12078.2272,10300.6644,11233.1191,11937.1077,11173.5269,11896.4426,12001.317,13668.3315,13867.4437,15494.2466,15452.7198,15085.7219,15990.8278,15555.3647,15441.9884,16215.3327,19837.7824,18296.6495,18761.0882,16697.6299,17309.941,19626.078,19578.0757,23787.2697,27966.2735,29133.9921,33623.2702,32953.1978,33480.8985,35888.4519,32270.5098,37030.3211
