,Dates,3/31/2000,6/30/2000,9/29/2000,12/29/2000,3/30/2001,6/29/2001,9/28/2001,12/31/2001,3/29/2002,6/28/2002,9/30/2002,12/31/2002,3/31/2003,6/30/2003,9/30/2003,12/31/2003,3/31/2004,6/30/2004,9/30/2004,12/31/2004,3/31/2005,6/30/2005,9/30/2005,12/30/2005,3/31/2006,6/30/2006,9/29/2006,12/29/2006,3/30/2007,6/29/2007,9/28/2007,12/31/2007,3/31/2008,6/30/2008,9/30/2008,12/31/2008,3/31/2009,6/30/2009,9/30/2009,12/31/2009,3/31/2010,6/30/2010,9/30/2010,12/31/2010,3/31/2011,6/30/2011,9/30/2011,12/30/2011,3/30/2012,6/29/2012,9/28/2012,12/31/2012,3/29/2013,6/28/2013,9/30/2013,12/31/2013,3/31/2014,6/30/2014,9/30/2014,12/31/2014,3/31/2015,6/30/2015,9/30/2015,12/31/2015,3/31/2016,6/30/2016,9/30/2016,12/30/2016,3/31/2017,6/30/2017,9/29/2017,12/29/2017,3/30/2018,6/29/2018,9/28/2018,12/31/2018
ALL US  EQUITY,PX_TO_BOOK_RATIO,-0.640568488,-0.65197267,-0.527972706,-0.537267487,-0.657214103,-0.643335632,-0.671222719,-0.75398976,-0.761693042,-0.727381656,-0.637123252,-0.672230475,-0.698068751,-0.730438593,-0.750512583,-0.796905461,-0.752175318,-0.764672335,-0.705157427,-0.64368688,-0.710594155,-0.609696698,-0.640802309,-0.675759614,-0.6799919,-0.684183839,-0.648131272,-0.683966479,-0.709758681,-0.700914391,-0.74342066,-0.776075725,-0.697120193,-0.654238925,-0.594801723,-0.495425691,-0.59689861,-0.702670996,-0.736299577,-0.785105071,-0.746796898,-0.721495394,-0.772555844,-0.768469815,-0.75831069,-0.765194075,-0.704073325,-0.729250965,-0.687148201,-0.69840426,-0.719226332,-0.69263733,-0.614389903,-0.655991059,-0.632437484,-0.730656508,-0.689988276,-0.720060002,-0.677728528,-0.487720367,-0.469644488,-0.414903835,-0.381301477,-0.352686905,-0.393142369,-0.355877924,-0.425253845,-0.393326422,-0.397434018,-0.410268501,-0.414909335,-0.380962532,-0.32184889,-0.367111052,-0.386698362,-0.382060339
GOOGL US  EQUITY,PX_TO_BOOK_RATIO,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.010994765,4.368802414,4.112261543,4.532773187,2.544273611,3.331535053,2.322688524,2.293100794,1.892939798,1.870089422,1.457188535,1.57245483,1.637790341,2.137324233,0.900795606,1.079914405,0.699646708,0.477081519,0.596925458,0.814016012,0.767577331,1.14789041,0.653202691,0.305406038,0.393212622,0.326469674,0.15842737,-0.032202171,0.04489512,0.098728087,-0.072430701,-0.111150145,0.082592957,-0.073470603,-0.130469284,-0.059491888,-0.142358011,0.040629206,-0.056478072,-0.047602665,-0.073069406,-0.252808439,-0.26307457,-0.25485016,-0.20260514,-0.183014813,-0.20256827,-0.228014423,-0.208169898,-0.222234403,-0.227064209,-0.199091348,-0.19823151,-0.18334646,-0.198225751,-0.178614178,-0.190250357,-0.203233017
GOOG US  EQUITY,PX_TO_BOOK_RATIO,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
MO US  EQUITY,PX_TO_BOOK_RATIO,-0.702444428,-0.698831741,-0.612183452,-0.654450745,-0.819339901,-0.835656175,-0.861124715,-0.879030354,-0.925086081,-0.961309653,-0.898512351,-0.936837235,-0.912231645,-0.872201524,-0.886785601,-0.955808556,-0.902046435,-0.935808644,-0.870431531,-0.776391036,-0.906698634,-0.768434386,-0.83855501,-0.854800003,-0.815298661,-0.87231173,-0.839346561,-0.875418399,-0.577739345,-0.60415808,-0.638589939,-0.624100177,0.892263742,1.022206381,1.127447178,1.779966768,2.025774582,1.713301647,1.391434863,1.550944919,1.316901951,1.288604044,1.40025013,1.195975681,1.06431784,1.542205431,1.863282072,2.446955711,2.050985005,2.431311539,2.800293408,3.005098786,2.130797727,2.546436368,1.872245186,2.590944809,2.195703681,2.527957255,2.79850115,2.34975208,2.577712569,1.804161565,1.729820234,1.425787461,2.09481367,1.579034802,2.364955095,0.145295856,0.195094006,0.286299551,0.20425654,0.04864973,-0.07637877,-0.08085712,-0.058579691,-0.058558624
AMZN US  EQUITY,PX_TO_BOOK_RATIO,3.918614587,4.160521995,4.543457277,4.60002118,3.790190179,4.019185351,3.813805239,3.908984534,3.815346491,3.916451696,4.105581245,3.785436619,3.791421006,4.069617358,3.972266664,3.733064182,4.260227766,3.787504293,4.010994765,4.658981518,4.112261543,4.532773187,4.164188958,3.898627866,4.112014996,3.976561629,4.063640103,3.825298768,4.083745057,4.068754731,3.864759537,3.835726151,4.148516296,3.518214452,3.606248331,2.463507535,3.423141465,3.770317004,3.314671323,3.574630758,2.825534252,2.098979894,3.039766033,2.819129138,2.260585484,2.625658994,2.990092796,1.92669858,2.047160117,2.824333628,3.362906667,2.641172577,1.996097973,2.330086311,2.258230381,3.48269633,2.230536652,2.184681378,2.10620845,0.834113458,0.925382185,0.826089351,0.849303256,0.835286251,0.749759833,0.640621572,1.175375123,0.75646608,0.801864311,0.993421895,0.95417216,0.828707375,0.557552784,0.880386827,0.9839485,0.653914042
AEE US  EQUITY,PX_TO_BOOK_RATIO,-0.668274914,-0.661598634,-0.572108819,-0.610158882,-0.791257079,-0.76572954,-0.801398075,-0.806770302,-0.849485788,-0.81900486,-0.73950222,-0.778516233,-0.77568637,-0.755789199,-0.803602745,-0.868478029,-0.837857222,-0.90196746,-0.827262775,-0.724204145,-0.851490335,-0.707905295,-0.785763985,-0.795622161,-0.763658841,-0.795185401,-0.775581675,-0.831641784,-0.806933135,-0.81593576,-0.803473453,-0.781952478,-0.7555464,-0.708394209,-0.745003727,-0.682318377,-0.682214293,-0.791485614,-0.81949535,-0.873898313,-0.823081799,-0.792167707,-0.813276041,-0.806787029,-0.77929655,-0.781183115,-0.670645411,-0.695211795,-0.668394658,-0.679195393,-0.723946574,-0.674608052,-0.597657256,-0.645357054,-0.626311982,-0.718854999,-0.645800645,-0.679335375,-0.670753867,-0.473457818,-0.467736485,-0.418235381,-0.36924396,-0.344768488,-0.371614483,-0.334022246,-0.404304952,-0.373266526,-0.377689942,-0.394836558,-0.394455572,-0.368995219,-0.309076661,-0.340145918,-0.362294339,-0.336847923
AAL US  EQUITY,PX_TO_BOOK_RATIO,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.44426703,0.644871862,0.107999496,1.307298344,0.620054044,0.045050974,-0.026034609,-0.17763408,-0.156606813,-0.245862361,-0.200863203,-0.075637702,-0.100602571,-0.035260125,-0.08811055,-0.086163855,-0.121147277,-0.0970148,-0.111128714,-0.055862164
AEP US  EQUITY,PX_TO_BOOK_RATIO,-0.678163274,-0.682561387,-0.582518924,-0.608807887,-0.755308219,-0.751396528,-0.766022177,-0.79485874,-0.821450236,-0.824739216,-0.822046146,-0.833897947,-0.861070731,-0.795297723,-0.820472516,-0.873232401,-0.812718659,-0.862776018,-0.806964233,-0.720242281,-0.840933391,-0.706676475,-0.755557823,-0.784226295,-0.780618759,-0.819217778,-0.789303847,-0.788358273,-0.701304404,-0.73725054,-0.741163774,-0.730872567,-0.697188448,-0.656543405,-0.691378878,-0.610679646,-0.617701503,-0.693552982,-0.73456589,-0.753307769,-0.733316403,-0.680889933,-0.709456213,-0.71564194,-0.709846454,-0.690980794,-0.591425833,-0.62294144,-0.635060177,-0.63589405,-0.639801903,-0.629420101,-0.568969933,-0.631848993,-0.620461342,-0.707457977,-0.654503633,-0.658227148,-0.649075867,-0.466495686,-0.4639491,-0.410464356,-0.364071616,-0.341930704,-0.371846937,-0.335880758,-0.395154512,-0.376120739,-0.380291514,-0.392546117,-0.396706997,-0.371695636,-0.31349798,-0.351916413,-0.373973198,-0.348381294
AXP US  EQUITY,PX_TO_BOOK_RATIO,0.058918915,0.138119059,0.140581716,0.100319178,0.053185195,-0.078902871,-0.207718952,-0.14160541,-0.066014393,-0.095801363,-0.118632438,-0.055820214,-0.077028219,-0.023545067,-0.002371313,-0.020786404,0.001903506,0.037626507,-0.014064716,-0.049163483,-0.055776079,-0.136568617,0.671526404,0.580977916,0.449973802,0.683901441,0.701509585,0.886147458,0.625851304,0.70294113,0.601617991,0.418750021,0.206506618,-0.0167621,0.009002093,-0.316432808,-0.430753363,-0.236921121,-0.060123232,0.092640669,0.1193249,0.086335699,-0.005986102,-0.102987587,-0.164521736,-0.064813779,-0.083596287,-0.175793067,-0.148233033,-0.060279206,-0.105990598,-0.121183162,-0.122122463,-0.017508569,-0.073701336,0.103300929,0.011232851,0.049321503,-0.044207295,-0.162442588,-0.26977166,-0.251146721,-0.239542712,-0.25433848,-0.303221149,-0.288748288,-0.317891717,-0.274782754,-0.277954151,-0.26864923,-0.250125674,-0.196615412,-0.217403171,-0.226906998,-0.233563846,-0.235577182
AIG US  EQUITY,PX_TO_BOOK_RATIO,-0.094084447,-0.017875155,0.046036076,-0.059285333,0.089276426,0.029877806,0.07210838,-0.090365157,-0.216754219,-0.171317773,-0.257477729,-0.27720567,-0.392228444,-0.466032182,-0.46757179,-0.480761158,-0.468780957,-0.457978458,-0.499541445,-0.518461504,-0.687467464,-0.617813378,-0.644604239,-0.58836842,-0.605386146,-0.661624298,-0.641323099,-0.689116669,-0.695303525,-0.690763545,-0.713394263,-0.731863414,-0.692581241,-0.745713985,-0.813631925,-0.795116116,-0.776442667,-0.833226334,-0.81949535,-0.886850249,-0.823081799,-0.792167707,-0.833988134,-0.810340198,-0.774232154,-0.630946473,-0.563950835,-0.777685518,-0.726483121,-0.776379234,-0.802794398,-0.75912635,-0.678820343,-0.723958051,-0.691184392,-0.79727555,-0.750257514,-0.787014051,-0.755450967,-0.541256214,-0.519961621,-0.449039011,-0.411974353,-0.376452686,-0.434325591,-0.391290092,-0.468621127,-0.427782676,-0.434204954,-0.463658608,-0.471508222,-0.436287066,-0.352191413,-0.402741438,-0.426059714,-0.428660198
AMT US  EQUITY,PX_TO_BOOK_RATIO,nan,nan,nan,nan,nan,nan,nan,nan,-0.925086081,-0.963244998,-0.932481627,-0.954290723,-0.856589919,-0.704837403,-0.664633871,-0.67414844,-0.636982927,-0.462064374,-0.397263493,-0.22190075,-0.161263364,-0.049257715,-0.425487479,-0.360691365,-0.272924066,-0.168870759,-0.008762727,-0.024778692,-0.012595798,0.049213723,0.094865308,0.113773909,0.099278147,0.590244377,0.530196679,0.450679549,0.526457641,0.556303088,0.583613907,0.939001524,0.71856158,0.904714624,1.140070676,0.912531946,0.764696885,0.814372255,0.939664222,0.86321207,0.605548132,1.077276375,1.052390673,1.045415695,0.637984333,0.754484854,0.636189442,0.940303917,0.765092337,0.940498367,1.067151523,0.544344734,0.05556189,0.02197808,0.049742929,0.017899226,0.055688885,0.07201575,0.216058465,0.119473932,0.180393794,0.28998252,0.342691363,0.127078366,0.032051647,0.186648497,0.216621705,0.396355444
AWK US  EQUITY,PX_TO_BOOK_RATIO,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.760565079,-0.788180717,-0.696330131,-0.609007164,-0.722455366,-0.76769857,-0.793683331,-0.768164916,-0.719688248,-0.749287161,-0.727852921,-0.685993418,-0.670134706,-0.559615891,-0.599605884,-0.580654039,-0.582608438,-0.589999111,-0.575204761,-0.530375636,-0.571007448,-0.55995237,-0.648402846,-0.600036386,-0.601515488,-0.584774938,-0.438025151,-0.424844583,-0.387290741,-0.337675063,-0.313015846,-0.329895324,-0.280930081,-0.338347427,-0.32817531,-0.329149379,-0.340086644,-0.338981402,-0.302799405,-0.276796368,-0.302761925,-0.322452944,-0.290554252
AMP US  EQUITY,PX_TO_BOOK_RATIO,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.801704189,-0.75532473,-0.688665602,-0.709437592,-0.710745295,-0.717862765,-0.665464901,-0.615472717,-0.638753482,-0.699097104,-0.634018525,-0.661920526,-0.658649745,-0.68364887,-0.641601011,-0.741379546,-0.712297648,-0.754874951,-0.702590913,-0.722491169,-0.71883038,-0.659445519,-0.633125993,-0.657856329,-0.656602634,-0.62484182,-0.590436481,-0.624064861,-0.639688843,-0.597263213,-0.528249926,-0.51279677,-0.468855152,-0.421985186,-0.452232754,-0.438282988,-0.401653434,-0.340588044,-0.346816811,-0.31265636,-0.304122533,-0.295078315,-0.344649739,-0.32488024,-0.356177887,-0.313348139,-0.294539175,-0.306574675,-0.273117262,-0.234259344,-0.236656893,-0.256890786,-0.267530739,-0.30756731
ABC US  EQUITY,PX_TO_BOOK_RATIO,-0.210348746,0.461382438,0.867545548,0.619413159,1.268221061,0.853775638,-0.227791793,-0.433472905,-0.443838644,-0.279975388,-0.192036226,-0.485252382,-0.492996925,-0.415330968,-0.611957184,-0.692266451,-0.689719261,-0.693877582,-0.698365072,-0.620129027,-0.720822479,-0.561578689,-0.558450403,-0.537842169,-0.472806683,-0.531835092,-0.482160017,-0.530410461,-0.438359815,-0.464891061,-0.424022225,-0.385305864,-0.383386479,-0.324538228,-0.320423743,-0.229493407,-0.249363247,-0.297392478,-0.23437801,-0.1390136,-0.136123308,0.002801303,-0.105470841,-0.109757069,-0.078761617,-0.039261483,0.04516987,-0.084574799,-0.143480899,-0.083123649,-0.000873356,0.079076982,0.092106117,0.195790567,0.257213235,0.595371507,0.433832255,0.729282503,0.79065753,0.508093634,0.576446641,0.552143286,1.57511707,0.402153049,0.065813578,0.024187637,0.084439324,0.030115604,-0.006368575,0.068471749,0.136109153,-0.051906776,-0.140735884,-0.120093981,-0.091044349,-0.134186302
AME US  EQUITY,PX_TO_BOOK_RATIO,-0.317143039,-0.253968934,-0.253959579,-0.225582468,-0.091998368,-0.130664447,-0.131283162,-0.107924442,-0.023837015,0.059405731,-0.049987175,0.146759026,-0.004688,-0.112126018,-0.03176937,-0.041731339,-0.038263546,0.156118078,0.082166862,0.046256486,0.320371536,0.191461678,0.178007933,0.068301224,-0.007228622,0.095557236,-0.040263754,-0.000269632,0.00723031,0.072036963,0.109780381,0.167416358,0.127706319,0.154889666,0.099887224,0.024755485,0.082014143,0.053522033,-0.107934459,-0.085358232,-0.058682167,-0.021355444,0.029250392,-0.282589405,0.069080547,0.06840811,-0.126335173,-0.032370227,-0.068188553,0.009040926,0.016000802,-0.019637779,-0.051876551,-0.083633955,-0.107587931,-0.039340293,-0.133375481,-0.155815726,-0.194570932,-0.215717082,-0.234483149,-0.220845147,-0.209720497,-0.216994509,-0.25211986,-0.2607616,-0.276654037,-0.259855083,-0.255880606,-0.236461303,-0.221183321,-0.226721491,-0.211807637,-0.235377249,-0.241916744,-0.23442251
AMGN US  EQUITY,PX_TO_BOOK_RATIO,2.260790554,2.7953799,1.919889284,1.89728848,2.971413967,2.309390021,2.935727741,2.177520924,2.593889599,1.973753048,0.116608328,0.203790408,0.537340882,0.4705203,0.356276713,0.237834284,0.089771371,0.024451512,0.061357912,0.05664876,0.095800278,0.013088737,0.296774658,0.254239202,0.201297889,0.241152489,0.284623656,0.102222801,-0.198556736,-0.115495066,-0.119702406,-0.315570681,-0.357961524,-0.244233496,-0.026535604,0.056645739,-0.029424258,-0.097355293,-0.165608437,-0.253129207,-0.261714195,-0.311347038,-0.368318042,-0.431777137,-0.483359256,-0.449304943,-0.349981656,-0.275870462,-0.303338048,-0.230500149,-0.158506822,-0.151835486,-0.141429363,-0.18785163,-0.168136168,-0.171560021,-0.156688556,-0.237643504,-0.130228114,-0.172798486,-0.202104342,-0.214174307,-0.228507477,-0.207338674,-0.243054128,-0.242363376,-0.236342024,-0.25923198,-0.248699735,-0.242541245,-0.220642342,-0.183521307,-0.088739813,-0.008876883,0.053193659,0.173069913
APH US  EQUITY,PX_TO_BOOK_RATIO,nan,nan,nan,4.60002118,3.790190179,4.019185351,3.813805239,3.908984534,3.815346491,2.62966219,2.145907405,3.097920951,3.03315312,2.436633174,2.036348793,2.216509556,1.50678221,1.617667,1.422773646,0.906620952,1.160613915,0.827214399,0.733473454,0.730119603,0.680616762,0.946389602,0.954717167,0.905579381,0.72411984,0.710117843,0.792046837,0.995560093,0.662858975,0.786925357,0.669688691,0.232478701,0.433082821,0.444779454,0.405737651,0.661032897,0.292599453,0.226149782,0.341636176,0.202837547,0.167146267,0.151792463,-0.006452598,-0.014959387,0.086986006,0.09908927,0.101982693,0.123703908,0.073481785,0.130284209,0.024738632,0.134470237,0.088445586,0.117010331,0.13441105,-0.029223615,-0.026873369,-0.073435852,-0.130178794,-0.16266069,-0.145597501,-0.170224066,-0.120034316,-0.115409092,-0.112575114,-0.093419067,-0.04180915,-0.062689014,-0.108527654,-0.062700146,-0.067446973,-0.074510451
APC US  EQUITY,PX_TO_BOOK_RATIO,-0.172982153,-0.000581399,-0.28597621,-0.292051439,-0.376990962,-0.528734125,-0.496489629,-0.391440152,-0.428314533,-0.459679988,-0.388313621,-0.423271995,-0.452868765,-0.564719964,-0.649872821,-0.658643192,-0.633938194,-0.612034178,-0.516227867,-0.535649898,-0.500317903,-0.445584538,-0.42196459,-0.486938344,-0.479990057,-0.538696354,-0.631939815,-0.641267387,-0.707471053,-0.647864907,-0.647094148,-0.534548039,-0.482799762,-0.34652681,-0.598209447,-0.590015426,-0.507176206,-0.55097649,-0.473434145,-0.519550176,-0.457073814,-0.685868804,-0.570436943,-0.45807771,-0.438685845,-0.477904207,-0.394216403,-0.35904006,-0.437325044,-0.489114436,-0.49160892,-0.470114724,-0.424987265,-0.475279291,-0.445590022,-0.572811326,-0.470900031,-0.357613046,-0.424085452,-0.410012937,-0.359590889,-0.330236076,-0.315117147,-0.318112274,-0.348168845,-0.301939565,-0.316101084,-0.279874779,-0.308144337,-0.366750119,-0.345329945,-0.324758905,-0.242536442,-0.221646882,-0.257020935,-0.307794239
ADI US  EQUITY,PX_TO_BOOK_RATIO,1.368327994,1.279506953,1.006842677,0.36586251,0.211573735,0.264745175,0.132287156,0.278585204,0.274381864,-0.060594103,-0.28211841,-0.165546708,0.028420222,0.105546738,0.139615927,0.296557199,0.2623843,0.206316478,-0.07602042,-0.214708444,-0.171532765,-0.175438138,-0.219206594,-0.241172066,-0.233191956,-0.310119349,-0.389949844,-0.325462122,-0.267152418,-0.164309643,-0.059551487,-0.094133287,-0.105179449,-0.015481833,-0.123562129,-0.23202966,-0.153963718,-0.014475987,-0.050722798,0.064225182,-0.162761626,-0.142839904,-0.131851896,-0.095602697,-0.143759681,-0.17734042,-0.246828303,-0.262176544,-0.253568138,-0.255433692,-0.253194309,-0.242721409,-0.257192754,-0.286962329,-0.296575392,-0.287909575,-0.275040774,-0.290369538,-0.341373932,-0.274153156,-0.24218194,-0.224130206,-0.240233261,-0.250726755,-0.254405665,-0.249397686,-0.235431532,-0.209283241,-0.191704062,-0.319335704,-0.294446138,-0.290178035,-0.252879701,-0.265406091,-0.296277802,-0.284353731
ANDV US  EQUITY,PX_TO_BOOK_RATIO,-0.645912006,-0.669019078,-0.604228012,-0.657443719,-0.838666862,-0.827411563,-0.854422175,-0.863452907,-0.845232607,-0.963244998,-0.932481627,-0.954290723,-0.912231645,-0.872201524,-0.886785601,-0.883983278,-0.762988023,-0.713348224,-0.652663906,-0.586453184,-0.588182897,-0.476951788,-0.365458835,-0.459032201,-0.408484182,-0.426653029,-0.627389274,-0.63856445,-0.388529312,-0.41782217,-0.562640819,-0.508991,-0.638523349,-0.71684397,-0.794059978,-0.748926181,-0.665063816,-0.796216659,-0.810732526,-0.886850249,-0.823081799,-0.792167707,-0.833988134,-0.775854705,-0.673454537,-0.734664058,-0.68520716,-0.691299247,-0.652075135,-0.70399328,-0.613798175,-0.580330482,-0.479495129,-0.567005878,-0.600573091,-0.601220603,-0.62395909,-0.613628226,-0.596692602,-0.422922345,-0.373395289,-0.357089888,-0.320194709,-0.297974013,-0.356123961,-0.345012382,-0.398963402,-0.365655289,-0.384293423,-0.405687618,-0.402991895,-0.380127151,-0.321857368,-0.341345495,-0.344700061,-0.322564697
ANSS US  EQUITY,PX_TO_BOOK_RATIO,-0.285157996,-0.228842488,-0.240182001,-0.269209226,-0.006717707,0.254981202,0.454963048,0.579762885,0.656813728,0.412785425,0.32923432,0.376157155,0.665641463,0.70565031,0.781618221,0.812984763,0.585360187,0.846095916,0.784292242,0.758812952,1.157943871,0.844935279,0.945300274,1.05757914,1.166403652,0.18478956,0.073252824,-0.019409345,0.06551509,0.043685715,0.309236771,0.606532757,0.324826512,0.706620625,0.068581097,-0.075530423,-0.11219913,-0.028282036,-0.013698955,0.113508937,-0.009098325,-0.015011993,-0.069789722,-0.001315791,-0.051205237,-0.054526491,-0.060730983,-0.0655151,-0.087869341,-0.038791321,0.064531672,-0.084155564,-0.070715404,-0.135499603,-0.081829407,-0.089425326,-0.239451022,-0.267702687,-0.273931264,-0.265783321,-0.245110724,-0.227415265,-0.21812217,-0.22138544,-0.248878409,-0.240510056,-0.24936964,-0.245778316,-0.221668601,-0.17138538,-0.178692637,-0.135839857,-0.156619569,-0.122031325,-0.119621899,-0.175193844
ANTM US  EQUITY,PX_TO_BOOK_RATIO,nan,nan,nan,nan,nan,nan,nan,-0.321476841,-0.256025257,-0.000383364,-0.365934417,-0.466304765,-0.403878555,-0.416208007,-0.51429444,-0.58385821,-0.475885334,-0.522394178,-0.523844728,-0.512671087,-0.514284288,-0.427346261,-0.429742851,-0.468368573,-0.489975246,-0.510604696,-0.493554005,-0.551741744,-0.535766347,-0.558834876,-0.566435004,-0.488319865,-0.714627579,-0.643164618,-0.65872464,-0.591096452,-0.564423864,-0.592136581,-0.704284162,-0.729717553,-0.682800399,-0.715078182,-0.746619413,-0.755449088,-0.695587121,-0.666967066,-0.617252332,-0.670814262,-0.642594048,-0.6933036,-0.753370357,-0.723978183,-0.662618148,-0.68019945,-0.655035092,-0.745408394,-0.693709119,-0.71498334,-0.657851792,-0.489640955,-0.444754592,-0.374847803,-0.35701719,-0.337466065,-0.380170107,-0.352716378,-0.423501149,-0.387591194,-0.386636165,-0.389761062,-0.393190636,-0.3549945,-0.300852923,-0.331056167,-0.337171346,-0.318259706
AON US  EQUITY,PX_TO_BOOK_RATIO,-0.403609144,-0.398358399,-0.297326473,-0.375605305,-0.323672752,-0.381116619,-0.136331184,-0.360189417,-0.396663778,-0.446440372,-0.528478107,-0.588003136,-0.511716762,-0.521076827,-0.634574254,-0.655045289,-0.555360667,-0.572008875,-0.537036817,-0.618970944,-0.725217782,-0.606656985,-0.538359468,-0.474306781,-0.400168159,-0.502773518,-0.518246859,-0.547541235,-0.5061598,-0.453447113,-0.455782172,-0.429859847,-0.484130733,-0.411276301,-0.347985117,-0.093824702,-0.14769109,-0.325993795,-0.389600761,-0.409764941,-0.191766202,-0.36943387,-0.430713685,-0.465786498,-0.41804043,-0.430359439,-0.415494263,-0.426810985,-0.448127455,-0.44204186,-0.421398856,-0.374995619,-0.351231008,-0.340198681,-0.286798148,-0.292097207,-0.294864245,-0.250201563,-0.230177309,-0.212159629,-0.208505691,-0.187948066,-0.189992476,-0.20669109,-0.14932969,-0.158263144,-0.118972076,-0.137217696,-0.143574973,-0.066786031,0.013672975,-0.031482045,-0.115971409,-0.042037014,0.026737944,0.083379264
